date,channel,impressions,clicks,cost,conversions,cv_type,revenue
2025-03-22,LINE Ads,3350,40,6472,2,購入,10306
2025-03-22,Yahoo!広告,2734,41,6707,2,お気に入り,12373
2025-03-23,Google Ads,7231,387,17576,23,購入,110065
2025-03-23,Meta Ads,7313,160,8285,12,購入,65184
2025-03-23,LINE Ads,3043,150,6985,5,会員登録,39991
2025-03-23,Yahoo!広告,2484,82,5675,2,購入,6996
2025-03-24,Google Ads,11235,255,15997,5,会員登録,33747
2025-03-24,Meta Ads,13822,278,12867,9,購入,42729
2025-03-24,LINE Ads,3272,173,6856,10,購入,55032
2025-03-24,Yahoo!広告,5837,82,5069,3,購入,22724
2025-03-25,Google Ads,6190,271,12223,10,購入,70548
2025-03-25,Meta Ads,6067,246,12761,11,購入,64294
2025-03-25,LINE Ads,3093,121,5751,2,会員登録,13071
2025-03-25,Yahoo!広告,2393,84,4215,4,購入,28180
2025-03-26,Google Ads,7151,190,10570,15,購入,66809
2025-03-26,Meta Ads,3383,90,7916,3,お気に入り,22031
2025-03-26,LINE Ads,4433,55,8997,2,購入,9194
2025-03-26,Yahoo!広告,2367,36,5768,0,会員登録,0
2025-03-27,Google Ads,8779,159,13673,8,会員登録,37144
2025-03-27,Meta Ads,8513,217,13740,7,購入,46970
2025-03-27,LINE Ads,10420,518,8710,28,会員登録,101706
2025-03-27,Yahoo!広告,4234,114,5140,2,購入,10943
2025-03-28,Google Ads,9035,429,17735,24,お気に入り,123094
2025-03-28,Meta Ads,9034,465,7736,16,購入,78344
2025-03-28,LINE Ads,6721,380,6457,9,お気に入り,43178
2025-03-28,Yahoo!広告,4808,102,7003,7,購入,26183
2025-03-29,Google Ads,10376,375,14426,14,購入,108157
2025-03-29,Meta Ads,4950,106,8606,8,会員登録,40618
2025-03-29,LINE Ads,8117,383,8569,30,購入,172760
2025-03-29,Yahoo!広告,3468,87,5261,4,お気に入り,13118
2025-03-30,Google Ads,5057,163,10938,7,お気に入り,27791
2025-03-30,Meta Ads,10497,528,8418,34,購入,265031
2025-03-30,LINE Ads,4725,251,9105,12,購入,41906
2025-03-30,Yahoo!広告,2057,103,4634,3,購入,15730
2025-03-31,Google Ads,5546,94,11948,3,お気に入り,16341
2025-03-31,Meta Ads,4275,216,10127,16,購入,59052
2025-03-31,LINE Ads,3792,196,8294,10,購入,79350
2025-03-31,Yahoo!広告,5064,239,6986,11,購入,38109
2025-04-01,Google Ads,9949,321,15811,11,会員登録,47000
2025-04-01,Meta Ads,15868,266,12980,6,お気に入り,24120
2025-04-01,LINE Ads,8630,417,11619,25,会員登録,107216
2025-04-01,Yahoo!広告,9186,362,8897,10,購入,46801
2025-04-02,Google Ads,13462,587,17769,17,購入,112243
2025-04-02,Meta Ads,14114,777,16226,35,会員登録,272246
2025-04-02,LINE Ads,4088,135,9599,4,購入,24073
2025-04-02,Yahoo!広告,8208,133,7628,6,購入,41254
2025-04-03,Google Ads,11100,466,19317,23,購入,164455
2025-04-03,Meta Ads,11551,283,14055,16,購入,90297
2025-04-03,LINE Ads,10456,205,11839,14,購入,94656
2025-04-03,Yahoo!広告,2241,62,4907,1,購入,3566
2025-04-04,Google Ads,6847,132,16385,3,購入,18193
2025-04-04,Meta Ads,6608,142,15101,8,会員登録,61399
2025-04-04,LINE Ads,9712,172,11609,8,購入,55004
2025-04-04,Yahoo!広告,8391,250,8577,19,購入,136675
2025-04-05,Google Ads,9548,498,22189,34,購入,192120
2025-04-05,Meta Ads,5203,141,11312,7,購入,44282
2025-04-05,LINE Ads,5687,237,10714,16,購入,69048
2025-04-05,Yahoo!広告,5243,199,6950,13,購入,91917
2025-04-06,Google Ads,10833,299,20635,10,購入,34808
2025-04-06,Meta Ads,9432,126,12050,4,会員登録,27752
2025-04-06,LINE Ads,4245,104,9786,6,購入,23255
2025-04-06,Yahoo!広告,4930,80,6227,4,お気に入り,14238
2025-04-07,Google Ads,16267,618,14350,42,購入,231608
2025-04-07,Meta Ads,7212,226,16860,17,購入,122797
2025-04-07,LINE Ads,7224,197,7007,8,購入,30846
2025-04-07,Yahoo!広告,4779,95,8139,1,お気に入り,5629
2025-04-08,Google Ads,14161,497,19505,21,お気に入り,104828
2025-04-08,Meta Ads,12664,250,13881,7,会員登録,34255
2025-04-08,LINE Ads,10275,387,9692,13,購入,45360
2025-04-08,Yahoo!広告,4539,252,5959,11,購入,66760
2025-04-09,Google Ads,9632,308,19501,7,購入,41599
2025-04-09,Meta Ads,10264,366,14861,19,お気に入り,146191
2025-04-09,LINE Ads,3905,105,7409,7,会員登録,43084
2025-04-09,Yahoo!広告,4613,77,5880,4,購入,14634
2025-04-10,Google Ads,10792,183,16062,9,会員登録,54561
2025-04-10,Meta Ads,10312,229,14648,5,購入,23186
2025-04-10,LINE Ads,3045,128,6888,9,購入,58961
2025-04-10,Yahoo!広告,2928,99,6045,6,購入,35095
2025-04-11,Google Ads,6207,163,14232,9,購入,47955
2025-04-11,Meta Ads,13407,318,17870,18,購入,139109
2025-04-11,LINE Ads,3648,143,8093,3,購入,15141
2025-04-11,Yahoo!広告,8621,251,7917,16,お気に入り,84641
2025-04-12,Google Ads,10918,346,20155,23,購入,141257
2025-04-12,Meta Ads,6919,264,10166,15,お気に入り,87262
2025-04-12,LINE Ads,5444,66,10670,3,購入,9811
2025-04-12,Yahoo!広告,8454,277,7951,19,お気に入り,86799
2025-04-13,Google Ads,10295,321,15725,18,会員登録,97848
2025-04-13,Meta Ads,7005,282,16712,10,購入,46574
2025-04-13,LINE Ads,10680,146,10544,10,お気に入り,45372
2025-04-13,Yahoo!広告,6037,265,7538,19,購入,114225
2025-04-14,Google Ads,7808,423,13167,33,お気に入り,101408
2025-04-14,Meta Ads,13108,531,12585,12,購入,55628
2025-04-14,LINE Ads,6262,288,7618,13,会員登録,69914
2025-04-14,Yahoo!広告,6113,279,8886,12,お気に入り,38652
2025-04-15,Google Ads,10099,154,19270,3,会員登録,23120
2025-04-15,Meta Ads,6775,245,14287,6,購入,44097
2025-04-15,LINE Ads,12106,505,10680,31,お気に入り,120043
2025-04-15,Yahoo!広告,5721,96,7074,3,購入,13073
2025-04-16,Google Ads,7912,361,13037,24,購入,149031
2025-04-16,Meta Ads,8474,387,11550,26,購入,113690
2025-04-16,LINE Ads,5460,82,11110,5,購入,33586
2025-04-16,Yahoo!広告,4219,169,6062,8,会員登録,36935
2025-04-17,Google Ads,16224,788,16504,24,購入,158135
2025-04-17,Meta Ads,11878,686,13683,23,購入,155873
2025-04-17,LINE Ads,6577,264,11362,12,購入,94393
2025-04-17,Yahoo!広告,3703,119,6372,5,お気に入り,37844
2025-04-18,Google Ads,8663,471,18482,14,購入,54972
2025-04-18,Meta Ads,11389,132,10341,8,お気に入り,24867
2025-04-18,LINE Ads,5227,55,10661,3,お気に入り,18366
2025-04-18,Yahoo!広告,6763,193,6557,10,購入,57830
2025-04-19,Google Ads,22050,1032,20869,74,購入,335036
2025-04-19,Meta Ads,4811,158,10077,6,会員登録,29462
2025-04-19,LINE Ads,3262,169,7831,12,会員登録,61849
2025-04-19,Yahoo!広告,6520,277,6630,9,会員登録,44985
2025-04-20,Google Ads,11327,458,12941,17,購入,124897
2025-04-20,Meta Ads,8977,181,14295,13,購入,88554
2025-04-20,LINE Ads,7711,113,8615,8,会員登録,32364
2025-04-20,Yahoo!広告,4122,78,8745,4,会員登録,25891
2025-04-21,Google Ads,10767,539,12535,22,会員登録,101769
2025-04-21,Meta Ads,11881,306,14107,23,購入,76086
2025-04-21,LINE Ads,2875,98,7129,4,会員登録,23852
2025-04-21,Yahoo!広告,2239,94,5495,2,会員登録,9544
2025-04-22,Google Ads,9451,507,21631,15,購入,64855
2025-04-22,Meta Ads,12340,274,13013,13,購入,46329
2025-04-22,LINE Ads,6431,196,7106,11,会員登録,80243
2025-04-22,Yahoo!広告,4897,292,7686,14,購入,59172
2025-04-23,Google Ads,25108,575,22163,34,購入,114360
2025-04-23,Meta Ads,10170,603,10075,28,お気に入り,171641
2025-04-23,LINE Ads,4219,230,7561,13,購入,57229
2025-04-23,Yahoo!広告,5694,292,6980,20,購入,78180
2025-04-24,Google Ads,8620,138,19374,7,会員登録,43704
2025-04-24,Meta Ads,4552,146,9729,8,お気に入り,27885
2025-04-24,LINE Ads,6311,186,9773,4,購入,19659
2025-04-24,Yahoo!広告,5437,262,6192,14,購入,95571
2025-04-25,Google Ads,8082,282,13138,21,購入,133161
2025-04-25,Meta Ads,6691,181,12681,11,お気に入り,78667
2025-04-25,LINE Ads,5665,322,10359,24,会員登録,159254
2025-04-25,Yahoo!広告,2382,85,5390,5,購入,30717
2025-04-26,Google Ads,11155,290,21753,15,会員登録,71249
2025-04-26,Meta Ads,10577,376,14703,8,購入,35785
2025-04-26,LINE Ads,12512,613,10711,44,会員登録,207251
2025-04-26,Yahoo!広告,3012,37,5069,1,購入,7438
2025-04-27,Google Ads,23486,915,22341,67,購入,517353
2025-04-27,Meta Ads,5646,271,13791,12,会員登録,51729
2025-04-27,LINE Ads,3218,148,6886,6,お気に入り,18779
2025-04-27,Yahoo!広告,2006,32,4993,0,購入,0
2025-04-28,Google Ads,10215,226,22290,7,お気に入り,41787
2025-04-28,Meta Ads,4876,128,11046,8,会員登録,53009
2025-04-28,LINE Ads,8916,169,11379,10,購入,48596
2025-04-28,Yahoo!広告,5207,145,8126,8,購入,58587
2025-04-29,Google Ads,8891,94,14003,5,購入,17461
2025-04-29,Meta Ads,4946,231,9852,12,購入,38570
2025-04-29,LINE Ads,3259,79,8108,5,購入,34423
2025-04-29,Yahoo!広告,6929,157,8812,8,会員登録,35418
2025-04-30,Google Ads,14144,771,14483,41,購入,285344
2025-04-30,Meta Ads,4647,246,11434,6,会員登録,44597
2025-04-30,LINE Ads,3857,170,7755,9,購入,39770
2025-04-30,Yahoo!広告,6655,376,5784,28,お気に入り,184717
2025-05-01,Google Ads,8988,367,17668,10,購入,57682
2025-05-01,Meta Ads,8154,142,19485,5,会員登録,15493
2025-05-01,LINE Ads,9895,296,9697,13,購入,73407
2025-05-01,Yahoo!広告,2622,89,5796,5,購入,33703
2025-05-02,Google Ads,19326,1149,21218,58,お気に入り,307256
2025-05-02,Meta Ads,8398,329,11200,19,購入,126053
2025-05-02,LINE Ads,15716,223,12639,13,購入,88326
2025-05-02,Yahoo!広告,3956,39,7943,2,会員登録,12572
2025-05-03,Google Ads,5927,173,14658,11,購入,55021
2025-05-03,Meta Ads,10671,631,16093,29,購入,182320
2025-05-03,LINE Ads,5265,165,10396,4,お気に入り,19386
2025-05-03,Yahoo!広告,7606,406,8801,12,お気に入り,75066
2025-05-04,Google Ads,22780,1248,22782,94,購入,661351
2025-05-04,Meta Ads,8938,316,19541,12,購入,74203
2025-05-04,LINE Ads,11988,211,9730,16,会員登録,107115
2025-05-04,Yahoo!広告,4164,234,9048,13,購入,48564
2025-05-05,Google Ads,13746,601,17417,15,購入,86922
2025-05-05,Meta Ads,7515,207,16055,7,購入,33172
2025-05-05,LINE Ads,4967,140,11906,9,購入,38471
2025-05-05,Yahoo!広告,6890,401,7012,24,会員登録,177161
2025-05-06,Google Ads,16320,403,23943,31,購入,127474
2025-05-06,Meta Ads,7300,259,16516,13,購入,54253
2025-05-06,LINE Ads,9478,498,10680,32,購入,225820
2025-05-06,Yahoo!広告,3749,75,5618,4,お気に入り,29362
2025-05-07,Google Ads,18189,192,17853,12,購入,58027
2025-05-07,Meta Ads,9054,401,10763,12,購入,53024
2025-05-07,LINE Ads,8249,190,7282,10,購入,41430
2025-05-07,Yahoo!広告,4397,163,7508,3,購入,19078
2025-05-08,Google Ads,10116,280,21917,8,会員登録,32573
2025-05-08,Meta Ads,8467,471,11449,27,お気に入り,118656
2025-05-08,LINE Ads,8816,109,8848,4,会員登録,22505
2025-05-08,Yahoo!広告,6422,326,6399,14,会員登録,111886
2025-05-09,Google Ads,11140,433,18506,31,会員登録,111706
2025-05-09,Meta Ads,10535,446,17503,19,購入,113104
2025-05-09,LINE Ads,5282,78,12516,3,お気に入り,16851
2025-05-09,Yahoo!広告,2735,158,5985,11,会員登録,71672
2025-05-10,Google Ads,15436,241,24779,11,購入,54083
2025-05-10,Meta Ads,10732,478,14057,26,購入,78658
2025-05-10,LINE Ads,4881,101,8960,4,お気に入り,17021
2025-05-10,Yahoo!広告,4145,209,9904,13,購入,64908
2025-05-11,Google Ads,9761,585,21097,42,購入,186203
2025-05-11,Meta Ads,8462,418,12103,16,購入,116772
2025-05-11,LINE Ads,6541,325,10265,10,購入,30469
2025-05-11,Yahoo!広告,4141,96,9380,6,購入,22183
2025-05-12,Google Ads,10931,528,23906,11,会員登録,74439
2025-05-12,Meta Ads,9699,563,12342,40,購入,312986
2025-05-12,LINE Ads,5694,148,13068,8,会員登録,30945
2025-05-12,Yahoo!広告,4428,154,5683,5,購入,19166
2025-05-13,Google Ads,11480,376,16540,12,購入,63313
2025-05-13,Meta Ads,11869,139,18474,9,お気に入り,46364
2025-05-13,LINE Ads,6753,180,7701,14,お気に入り,90516
2025-05-13,Yahoo!広告,4756,270,6745,18,購入,66506
2025-05-14,Google Ads,9657,362,21126,19,購入,121268
2025-05-14,Meta Ads,8674,229,16592,13,会員登録,53048
2025-05-14,LINE Ads,4663,54,8098,3,会員登録,11929
2025-05-14,Yahoo!広告,11514,486,9448,18,会員登録,128170
2025-05-15,Google Ads,11296,143,15881,3,会員登録,14583
2025-05-15,Meta Ads,8903,367,17242,13,会員登録,45159
2025-05-15,LINE Ads,3333,78,8230,1,購入,6248
2025-05-15,Yahoo!広告,4281,231,9610,15,購入,46372
2025-05-16,Google Ads,19120,285,22977,17,購入,76031
2025-05-16,Meta Ads,21392,772,17197,31,購入,225166
2025-05-16,LINE Ads,6474,133,12620,6,会員登録,32373
2025-05-16,Yahoo!広告,6452,260,8465,8,お気に入り,63457
2025-05-17,Google Ads,13875,400,22144,12,会員登録,61782
2025-05-17,Meta Ads,16723,753,18643,37,会員登録,258882
2025-05-17,LINE Ads,4266,215,10126,6,お気に入り,35689
2025-05-17,Yahoo!広告,3634,58,6952,3,会員登録,14641
2025-05-18,Google Ads,19570,759,24598,56,購入,247182
2025-05-18,Meta Ads,8731,400,17190,19,購入,71264
2025-05-18,LINE Ads,5541,88,12858,3,購入,15627
2025-05-18,Yahoo!広告,6224,174,9281,7,購入,30979
2025-05-19,Google Ads,8728,187,16002,4,購入,17423
2025-05-19,Meta Ads,10699,515,18687,14,購入,77301
2025-05-19,LINE Ads,13602,563,12081,20,購入,108780
2025-05-19,Yahoo!広告,4098,219,6027,6,購入,31133
2025-05-20,Google Ads,8904,478,18796,16,購入,64950
2025-05-20,Meta Ads,9697,169,15860,10,購入,35237
2025-05-20,LINE Ads,10541,346,9781,7,会員登録,24401
2025-05-20,Yahoo!広告,3411,74,7091,4,会員登録,17823
2025-05-21,Google Ads,11231,343,16212,23,購入,166963
2025-05-21,Meta Ads,6056,231,12984,16,会員登録,114111
2025-05-21,LINE Ads,4415,119,7539,8,お気に入り,61564
2025-05-21,Yahoo!広告,2287,62,5702,3,購入,23175
2025-05-22,Google Ads,7323,339,17828,22,購入,167990
2025-05-22,Meta Ads,6096,87,12239,4,購入,16338
2025-05-22,LINE Ads,4383,146,8214,9,お気に入り,28187
2025-05-22,Yahoo!広告,6585,113,7492,8,お気に入り,48600
2025-05-23,Google Ads,19717,612,16903,36,購入,147338
2025-05-23,Meta Ads,6710,174,14093,3,購入,12001
2025-05-23,LINE Ads,8599,238,12120,15,購入,102956
2025-05-23,Yahoo!広告,2436,111,5586,2,購入,10377
2025-05-24,Google Ads,16768,891,22016,40,購入,261981
2025-05-24,Meta Ads,15164,169,17167,11,購入,75087
2025-05-24,LINE Ads,3275,151,7168,6,会員登録,19718
2025-05-24,Yahoo!広告,6801,297,9848,18,購入,61512
2025-05-25,Google Ads,9078,506,16695,17,会員登録,131310
2025-05-25,Meta Ads,5478,210,10881,7,お気に入り,27528
2025-05-25,LINE Ads,4876,111,8320,4,会員登録,29792
2025-05-25,Yahoo!広告,3862,225,9184,16,会員登録,57678
2025-05-26,Google Ads,8786,493,15481,26,会員登録,114788
2025-05-26,Meta Ads,14025,164,16051,6,購入,32903
2025-05-26,LINE Ads,3291,93,7835,2,購入,13194
2025-05-26,Yahoo!広告,4458,239,9503,13,購入,89152
2025-05-27,Google Ads,17701,312,21368,24,会員登録,73133
2025-05-27,Meta Ads,6219,199,11077,6,購入,47559
2025-05-27,LINE Ads,9686,524,8272,28,購入,131172
2025-05-27,Yahoo!広告,4511,155,9584,3,購入,10812
2025-05-28,Google Ads,11151,426,21632,27,会員登録,149375
2025-05-28,Meta Ads,7047,306,12213,23,会員登録,74362
2025-05-28,LINE Ads,5487,117,12570,6,会員登録,34969
2025-05-28,Yahoo!広告,10150,606,8870,46,購入,263296
2025-05-29,Google Ads,16906,570,16632,39,お気に入り,277259
2025-05-29,Meta Ads,14169,362,15475,25,購入,181556
2025-05-29,LINE Ads,3721,217,8759,8,会員登録,28269
2025-05-29,Yahoo!広告,8359,118,9895,3,購入,9962
2025-05-30,Google Ads,10164,341,20969,18,購入,82970
2025-05-30,Meta Ads,8780,339,10953,13,会員登録,46816
2025-05-30,LINE Ads,7668,404,10662,26,会員登録,123791
2025-05-30,Yahoo!広告,6443,222,9286,10,購入,48982
2025-05-31,Google Ads,9715,490,20374,20,購入,155415
2025-05-31,Meta Ads,8913,254,18634,9,購入,65002
2025-05-31,LINE Ads,5363,310,8800,9,購入,44451
2025-05-31,Yahoo!広告,2862,30,6749,1,購入,4238
2025-06-01,Google Ads,5866,212,13700,10,会員登録,62936
2025-06-01,Meta Ads,5963,89,11760,2,お気に入り,12102
2025-06-01,LINE Ads,3622,79,7591,3,購入,18475
2025-06-01,Yahoo!広告,2187,77,4808,4,会員登録,12914
2025-06-02,Google Ads,8969,189,16352,13,購入,103658
2025-06-02,Meta Ads,12063,294,13742,8,購入,50660
2025-06-02,LINE Ads,2937,87,6069,4,お気に入り,23203
2025-06-02,Yahoo!広告,3560,139,7223,10,購入,37024
2025-06-03,Google Ads,9604,361,19392,19,購入,97352
2025-06-03,Meta Ads,7068,373,12013,23,購入,117485
2025-06-03,LINE Ads,3525,172,6610,12,購入,37028
2025-06-03,Yahoo!広告,2134,53,5155,2,購入,13842
2025-06-04,Google Ads,14850,636,20036,34,購入,237148
2025-06-04,Meta Ads,5547,331,13138,14,会員登録,108136
2025-06-04,LINE Ads,5337,189,8618,7,購入,53136
2025-06-04,Yahoo!広告,2286,112,5032,8,購入,42354
2025-06-05,Google Ads,16650,990,18630,37,購入,154116
2025-06-05,Meta Ads,11343,662,16318,42,購入,290181
2025-06-05,LINE Ads,7160,135,8749,9,購入,66851
2025-06-05,Yahoo!広告,2513,38,5150,1,お気に入り,7483
2025-06-06,Google Ads,9911,495,18574,13,購入,45042
2025-06-06,Meta Ads,6265,235,14106,15,購入,48226
2025-06-06,LINE Ads,4620,210,6691,4,会員登録,16159
2025-06-06,Yahoo!広告,3779,115,6726,8,会員登録,58663
2025-06-07,Google Ads,9051,162,17458,8,購入,61605
2025-06-07,Meta Ads,5957,245,13747,10,会員登録,61270
2025-06-07,LINE Ads,2547,109,6289,3,会員登録,23517
2025-06-07,Yahoo!広告,3981,66,8022,2,購入,11232
2025-06-08,Google Ads,11087,278,13199,16,会員登録,79848
2025-06-08,Meta Ads,9921,434,12472,20,購入,146716
2025-06-08,LINE Ads,5011,145,8604,4,購入,23829
2025-06-08,Yahoo!広告,6421,207,5451,13,購入,95193
2025-06-09,Google Ads,5369,156,11630,7,購入,30951
2025-06-09,Meta Ads,15894,266,14548,6,購入,33874
2025-06-09,LINE Ads,4787,206,8519,16,購入,118886
2025-06-09,Yahoo!広告,2498,34,4839,2,会員登録,15487
2025-06-10,Google Ads,9245,395,15805,27,購入,207202
2025-06-10,Meta Ads,12784,432,15097,23,購入,83463
2025-06-10,LINE Ads,4185,90,6544,3,会員登録,21061
2025-06-10,Yahoo!広告,3023,37,6316,1,会員登録,4857
2025-06-11,Google Ads,5996,171,11738,12,購入,76087
2025-06-11,Meta Ads,7304,231,9443,16,会員登録,103234
2025-06-11,LINE Ads,4562,240,10185,8,お気に入り,62718
2025-06-11,Yahoo!広告,4333,179,7925,11,会員登録,79670
2025-06-12,Google Ads,11970,418,15591,30,購入,128251
2025-06-12,Meta Ads,7331,327,14753,10,購入,41325
2025-06-12,LINE Ads,4088,186,5991,6,購入,30791
2025-06-12,Yahoo!広告,4913,86,6875,2,購入,13067
2025-06-13,Google Ads,6884,92,15900,3,購入,17154
2025-06-13,Meta Ads,10559,314,13207,15,お気に入り,81613
2025-06-13,LINE Ads,7860,263,7038,20,会員登録,85216
2025-06-13,Yahoo!広告,4239,175,7226,11,会員登録,63915
2025-06-14,Google Ads,7551,308,13007,13,購入,97095
2025-06-14,Meta Ads,5547,262,12357,15,購入,73032
2025-06-14,LINE Ads,11264,135,9316,5,購入,16527
2025-06-14,Yahoo!広告,3299,80,6148,3,購入,21722
2025-06-15,Google Ads,7853,382,17025,21,購入,87508
2025-06-15,Meta Ads,12217,381,13080,8,お気に入り,32840
2025-06-15,LINE Ads,4222,189,6837,12,会員登録,46609
2025-06-15,Yahoo!広告,2878,150,6765,6,購入,28928
2025-06-16,Google Ads,8926,238,16761,11,購入,62164
2025-06-16,Meta Ads,4391,157,9874,6,購入,25375
2025-06-16,LINE Ads,8327,432,10945,25,購入,99553
2025-06-16,Yahoo!広告,6325,228,6663,15,購入,90037
2025-06-17,Google Ads,5448,294,12435,17,会員登録,132375
2025-06-17,Meta Ads,5109,292,10261,20,購入,72595
2025-06-17,LINE Ads,2945,164,6513,9,会員登録,55522
2025-06-17,Yahoo!広告,2268,80,4728,2,購入,12406
2025-06-18,Google Ads,17106,503,19322,12,会員登録,86755
2025-06-18,Meta Ads,8999,229,12983,17,購入,61827
2025-06-18,LINE Ads,6943,334,10627,23,会員登録,132875
2025-06-18,Yahoo!広告,2567,102,5536,5,購入,18502
2025-06-19,Google Ads,14712,179,12042,8,会員登録,39195
2025-06-19,Meta Ads,8286,470,11962,18,会員登録,90068
2025-06-19,LINE Ads,4773,190,7188,14,購入,108712
2025-06-19,Yahoo!広告,6565,69,6201,1,お気に入り,5342
2025-06-20,Google Ads,14925,432,18109,16,会員登録,61859
2025-06-20,Meta Ads,5775,71,9762,4,会員登録,18611
2025-06-20,LINE Ads,3036,128,6107,3,購入,15990
2025-06-20,Yahoo!広告,2657,102,5687,5,購入,31593
2025-06-21,Google Ads,8518,479,17237,20,会員登録,93437
2025-06-21,Meta Ads,4328,103,9453,7,購入,30626
2025-06-21,LINE Ads,6419,372,5906,9,購入,27395
2025-06-21,Yahoo!広告,2902,82,6740,6,購入,44890
2025-06-22,Google Ads,12689,631,18568,20,購入,139630
2025-06-22,Meta Ads,11473,494,9990,25,購入,86791
2025-06-22,LINE Ads,11277,622,10317,16,お気に入り,72011
2025-06-22,Yahoo!広告,3432,40,7853,3,会員登録,14479
2025-06-23,Google Ads,8612,389,16887,8,お気に入り,47595
2025-06-23,Meta Ads,9327,159,13207,7,会員登録,44260
2025-06-23,LINE Ads,8331,90,9553,2,購入,13621
2025-06-23,Yahoo!広告,3252,62,7357,2,会員登録,10519
2025-06-24,Google Ads,6666,345,14700,7,購入,50307
2025-06-24,Meta Ads,5155,183,11049,5,購入,31987
2025-06-24,LINE Ads,4763,78,6332,2,会員登録,15356
2025-06-24,Yahoo!広告,4022,137,7223,9,購入,66314
2025-06-25,Google Ads,19682,623,16555,40,購入,180548
2025-06-25,Meta Ads,4990,108,9145,6,会員登録,36000
2025-06-25,LINE Ads,8713,311,9831,15,購入,101930
2025-06-25,Yahoo!広告,2699,159,6377,9,購入,68886
2025-06-26,Google Ads,18831,408,19395,30,購入,197206
2025-06-26,Meta Ads,3719,130,8998,3,会員登録,13102
2025-06-26,LINE Ads,8149,189,8576,9,購入,54910
2025-06-26,Yahoo!広告,2589,115,6239,6,お気に入り,43267
2025-06-27,Google Ads,12027,583,15255,11,購入,49593
2025-06-27,Meta Ads,7176,294,16122,7,購入,49266
2025-06-27,LINE Ads,5086,237,8808,10,購入,49335
2025-06-27,Yahoo!広告,2521,27,6064,2,購入,14689
2025-06-28,Google Ads,10754,641,13987,28,購入,168022
2025-06-28,Meta Ads,6261,81,11175,3,購入,19505
2025-06-28,LINE Ads,10804,234,10681,8,購入,47119
2025-06-28,Yahoo!広告,7256,239,6011,9,会員登録,58746
2025-06-29,Google Ads,6201,311,14102,23,会員登録,86151
2025-06-29,Meta Ads,6674,78,10500,5,お気に入り,25576
2025-06-29,LINE Ads,6556,96,9287,5,会員登録,18502
2025-06-29,Yahoo!広告,5436,317,8165,16,購入,90364
2025-06-30,Google Ads,16513,458,15641,31,購入,135836
2025-06-30,Meta Ads,6384,149,14619,11,購入,61524
2025-06-30,LINE Ads,5594,58,10348,1,購入,7446
2025-06-30,Yahoo!広告,5463,287,5314,18,会員登録,79197
2025-07-01,Google Ads,11342,172,24397,10,購入,53635
2025-07-01,Meta Ads,8874,161,16098,11,会員登録,83310
2025-07-01,LINE Ads,7697,164,11469,7,購入,41809
2025-07-01,Yahoo!広告,3951,123,8815,8,購入,59017
2025-07-02,Google Ads,18039,556,25885,23,購入,75379
2025-07-02,Meta Ads,8528,172,17096,9,会員登録,38074
2025-07-02,LINE Ads,15656,464,14389,17,お気に入り,121878
2025-07-02,Yahoo!広告,4524,132,7817,3,購入,23025
2025-07-03,Google Ads,14578,569,27690,34,お気に入り,240671
2025-07-03,Meta Ads,7065,220,15394,7,購入,43562
2025-07-03,LINE Ads,5461,313,11032,19,購入,108337
2025-07-03,Yahoo!広告,3823,60,9120,3,購入,9293
2025-07-04,Google Ads,15140,512,25611,15,会員登録,54236
2025-07-04,Meta Ads,11590,422,22493,28,購入,90213
2025-07-04,LINE Ads,14802,732,14280,56,お気に入り,290871
2025-07-04,Yahoo!広告,8074,196,8333,6,購入,18218
2025-07-05,Google Ads,8728,93,20611,4,購入,31855
2025-07-05,Meta Ads,16168,244,22918,17,購入,117429
2025-07-05,LINE Ads,6597,309,9385,12,購入,37543
2025-07-05,Yahoo!広告,10489,557,9681,35,会員登録,242342
2025-07-06,Google Ads,7475,94,17405,5,購入,20453
2025-07-06,Meta Ads,9967,173,20300,7,購入,49239
2025-07-06,LINE Ads,6311,366,12296,16,購入,79614
2025-07-06,Yahoo!広告,6050,204,10149,8,会員登録,54366
2025-07-07,Google Ads,9427,289,16337,19,お気に入り,124165
2025-07-07,Meta Ads,10122,487,20856,22,会員登録,74773
2025-07-07,LINE Ads,12282,142,14189,5,購入,17113
2025-07-07,Yahoo!広告,9007,223,10562,17,購入,132552
2025-07-08,Google Ads,24249,1250,29633,60,購入,267665
2025-07-08,Meta Ads,11733,125,19123,4,購入,26006
2025-07-08,LINE Ads,7732,245,8925,19,購入,57140
2025-07-08,Yahoo!広告,13432,299,11035,9,会員登録,32937
2025-07-09,Google Ads,13354,235,22680,9,購入,65234
2025-07-09,Meta Ads,20613,661,18700,51,購入,345188
2025-07-09,LINE Ads,7501,219,15385,7,購入,35119
2025-07-09,Yahoo!広告,5738,208,11009,6,会員登録,27606
2025-07-10,Google Ads,10559,565,23431,26,会員登録,173855
2025-07-10,Meta Ads,17978,922,22336,32,お気に入り,212059
2025-07-10,LINE Ads,5427,300,8911,15,会員登録,95539
2025-07-10,Yahoo!広告,10152,594,10717,28,購入,203452
2025-07-11,Google Ads,11972,163,26509,6,購入,30337
2025-07-11,Meta Ads,7021,269,14070,11,購入,51078
2025-07-11,LINE Ads,3621,209,8632,5,会員登録,15230
2025-07-11,Yahoo!広告,6332,356,10900,19,購入,66071
2025-07-12,Google Ads,12090,601,29447,34,購入,267362
2025-07-12,Meta Ads,17178,587,22297,18,購入,60413
